snapshotId,plugin,from,to,label,host,metrics.gauges.nodejs_heap_size_used_bytes/0/0,metrics.gauges.nodejs_heap_size_used_bytes/0/1,metrics.gauges.nodejs_heap_size_used_bytes/1/0,metrics.gauges.nodejs_heap_size_used_bytes/1/1,metrics.gauges.nodejs_heap_size_used_bytes/2/0,metrics.gauges.nodejs_heap_size_used_bytes/2/1,metrics.gauges.nodejs_heap_size_used_bytes/3/0,metrics.gauges.nodejs_heap_size_used_bytes/3/1,metrics.gauges.nodejs_heap_size_used_bytes/4/0,metrics.gauges.nodejs_heap_size_used_bytes/4/1,metrics.gauges.nodejs_heap_size_used_bytes/5/0,metrics.gauges.nodejs_heap_size_used_bytes/5/1,metrics.gauges.nodejs_heap_size_used_bytes/6/0,metrics.gauges.nodejs_heap_size_used_bytes/6/1,metrics.gauges.nodejs_heap_size_used_bytes/7/0,metrics.gauges.nodejs_heap_size_used_bytes/7/1,metrics.gauges.nodejs_heap_size_used_bytes/8/0,metrics.gauges.nodejs_heap_size_used_bytes/8/1,metrics.gauges.nodejs_heap_size_used_bytes/9/0,metrics.gauges.nodejs_heap_size_used_bytes/9/1,metrics.gauges.nodejs_heap_size_used_bytes/10/0,metrics.gauges.nodejs_heap_size_used_bytes/10/1
L1VthhP9ivxMvvHIp-G7vPyl8v0,prometheus,1668220128000,,http://172.30.179.136:3000/metrics,06:06:6e:ff:fe:d3:b8:67,1668264060000,26850981.2666,1668264120000,28319574.2666,1668264180000,30366220.4,1668264240000,32169125.4333,1668264300000,26718074.7555,1668264360000,28857813.1555,1668264420000,30783233.7587,1668264480000,31446225.4555,1668264540000,26800355.2,1668264600000,28779822.6666,1668264660000,30737961.1571
