snapshotId,plugin,from,to,label,host,metrics.gauges.nodejs_heap_size_used_bytes/0/0,metrics.gauges.nodejs_heap_size_used_bytes/0/1,metrics.gauges.nodejs_heap_size_used_bytes/1/0,metrics.gauges.nodejs_heap_size_used_bytes/1/1,metrics.gauges.nodejs_heap_size_used_bytes/2/0,metrics.gauges.nodejs_heap_size_used_bytes/2/1,metrics.gauges.nodejs_heap_size_used_bytes/3/0,metrics.gauges.nodejs_heap_size_used_bytes/3/1,metrics.gauges.nodejs_heap_size_used_bytes/4/0,metrics.gauges.nodejs_heap_size_used_bytes/4/1,metrics.gauges.nodejs_heap_size_used_bytes/5/0,metrics.gauges.nodejs_heap_size_used_bytes/5/1,metrics.gauges.nodejs_heap_size_used_bytes/6/0,metrics.gauges.nodejs_heap_size_used_bytes/6/1,metrics.gauges.nodejs_heap_size_used_bytes/7/0,metrics.gauges.nodejs_heap_size_used_bytes/7/1,metrics.gauges.nodejs_heap_size_used_bytes/8/0,metrics.gauges.nodejs_heap_size_used_bytes/8/1,metrics.gauges.nodejs_heap_size_used_bytes/9/0,metrics.gauges.nodejs_heap_size_used_bytes/9/1,metrics.gauges.nodejs_heap_size_used_bytes/10/0,metrics.gauges.nodejs_heap_size_used_bytes/10/1
759HHggWdDEg8jHQJbaIDawabJo,prometheus,1668192385000,,http://172.30.179.9:3004/metrics,06:ab:62:ff:fe:50:33:94,1668263880000,29249555.9666,1668263940000,27645815.8888,1668264000000,29614874.3777,1668264060000,31587321.0333,1668264120000,28180867.6888,1668264180000,27814562.7333,1668264240000,30005964.8,1668264300000,32028561.6888,1668264360000,26697571.7777,1668264420000,28424776.5333,1668264480000,30544114.2777
