snapshotId,plugin,from,to,label,host,metrics.counters.process_cpu_seconds_total/0/0,metrics.counters.process_cpu_seconds_total/0/1,metrics.counters.process_cpu_seconds_total/1/0,metrics.counters.process_cpu_seconds_total/1/1,metrics.counters.process_cpu_seconds_total/2/0,metrics.counters.process_cpu_seconds_total/2/1,metrics.counters.process_cpu_seconds_total/3/0,metrics.counters.process_cpu_seconds_total/3/1,metrics.counters.process_cpu_seconds_total/4/0,metrics.counters.process_cpu_seconds_total/4/1,metrics.counters.process_cpu_seconds_total/5/0,metrics.counters.process_cpu_seconds_total/5/1,metrics.counters.process_cpu_seconds_total/6/0,metrics.counters.process_cpu_seconds_total/6/1,metrics.counters.process_cpu_seconds_total/7/0,metrics.counters.process_cpu_seconds_total/7/1,metrics.counters.process_cpu_seconds_total/8/0,metrics.counters.process_cpu_seconds_total/8/1,metrics.counters.process_cpu_seconds_total/9/0,metrics.counters.process_cpu_seconds_total/9/1,metrics.counters.process_cpu_seconds_total/10/0,metrics.counters.process_cpu_seconds_total/10/1,metrics.counters.process_cpu_user_seconds_total/0/0,metrics.counters.process_cpu_user_seconds_total/0/1,metrics.counters.process_cpu_user_seconds_total/1/0,metrics.counters.process_cpu_user_seconds_total/1/1,metrics.counters.process_cpu_user_seconds_total/2/0,metrics.counters.process_cpu_user_seconds_total/2/1,metrics.counters.process_cpu_user_seconds_total/3/0,metrics.counters.process_cpu_user_seconds_total/3/1,metrics.counters.process_cpu_user_seconds_total/4/0,metrics.counters.process_cpu_user_seconds_total/4/1,metrics.counters.process_cpu_user_seconds_total/5/0,metrics.counters.process_cpu_user_seconds_total/5/1,metrics.counters.process_cpu_user_seconds_total/6/0,metrics.counters.process_cpu_user_seconds_total/6/1,metrics.counters.process_cpu_user_seconds_total/7/0,metrics.counters.process_cpu_user_seconds_total/7/1,metrics.counters.process_cpu_user_seconds_total/8/0,metrics.counters.process_cpu_user_seconds_total/8/1,metrics.counters.process_cpu_user_seconds_total/9/0,metrics.counters.process_cpu_user_seconds_total/9/1,metrics.counters.process_cpu_user_seconds_total/10/0,metrics.counters.process_cpu_user_seconds_total/10/1,metrics.counters.process_cpu_system_seconds_total/0/0,metrics.counters.process_cpu_system_seconds_total/0/1,metrics.counters.process_cpu_system_seconds_total/1/0,metrics.counters.process_cpu_system_seconds_total/1/1,metrics.counters.process_cpu_system_seconds_total/2/0,metrics.counters.process_cpu_system_seconds_total/2/1,metrics.counters.process_cpu_system_seconds_total/3/0,metrics.counters.process_cpu_system_seconds_total/3/1,metrics.counters.process_cpu_system_seconds_total/4/0,metrics.counters.process_cpu_system_seconds_total/4/1,metrics.counters.process_cpu_system_seconds_total/5/0,metrics.counters.process_cpu_system_seconds_total/5/1,metrics.counters.process_cpu_system_seconds_total/6/0,metrics.counters.process_cpu_system_seconds_total/6/1,metrics.counters.process_cpu_system_seconds_total/7/0,metrics.counters.process_cpu_system_seconds_total/7/1,metrics.counters.process_cpu_system_seconds_total/8/0,metrics.counters.process_cpu_system_seconds_total/8/1,metrics.counters.process_cpu_system_seconds_total/9/0,metrics.counters.process_cpu_system_seconds_total/9/1,metrics.counters.process_cpu_system_seconds_total/10/0,metrics.counters.process_cpu_system_seconds_total/10/1
mywvXtaFTesETDLY8wLFek9YCOo,prometheus,1668192385000,,http://172.30.179.4:3001/metrics,06:ab:62:ff:fe:50:33:94,1668264060000,10818.8705,1668264120000,10819.6902,1668264180000,10820.5302,1668264240000,10821.3622,1668264300000,10822.139,1668264360000,10822.9627,1668264420000,10823.8407,1668264480000,10824.5991,1668264540000,10825.3817,1668264600000,10826.2094,1668264660000,10827.0563,1668264060000,9282.0875,1668264120000,9282.7363,1668264180000,9283.414,1668264240000,9284.0886,1668264300000,9284.6896,1668264360000,9285.3526,1668264420000,9286.0683,1668264480000,9286.6739,1668264540000,9287.2885,1668264600000,9287.9582,1668264660000,9288.6608,1668264060000,1536.7823,1668264120000,1536.9533,1668264180000,1537.1157,1668264240000,1537.273,1668264300000,1537.4487,1668264360000,1537.6095,1668264420000,1537.7717,1668264480000,1537.9245,1668264540000,1538.0926,1668264600000,1538.2505,1668264660000,1538.3949
